refeitorio,data,refeicao,preparacao,cardapio,aparencia,textura,sabor,odor,global,nota,sheet_origem,ru,mes
Porangabussu,2026-08-06,Café,ESPECIAL,Iogurte ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Pici 1,2026-08-06,Almoço,PV,Isca de Carne ao M. Tomate,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Almoço,PB,Cubos de Frango com Ervas,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Almoço,VEG,Soja à Bolonhesa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Almoço,PV,Isca de Carne ao M. Tomate,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Almoço,PB,Cubos de Frango com Ervas,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Almoço,VEG,Soja à Bolonhesa,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Café,ESPECIAL,Iogurte ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Café,ESPECIAL VEG,Similar a Iogurte Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Almoço,PV,Isca de Carne ao M. Tomate,3.0,4.0,3.0,4.0,3.0,6.8,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Almoço,PB,Cubos de Frango com Ervas,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Almoço,VEG,Soja à Bolonhesa,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Almoço,PV,Isca de Carne ao M. Tomate,4.0,4.0,3.0,4.0,3.0,7.4,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Almoço,PB,Cubos de Frango com Ervas,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Almoço,VEG,Soja à Bolonhesa,4.0,4.0,3.0,4.0,3.0,7.2,Av. Sensorial,P1,2026-08
Porangabussu,2026-08-06,Almoço,PV,Isca de Carne ao M. Tomate,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-06,Almoço,PB,Cubos de Frango com Ervas,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-06,Almoço,VEG,Soja à Bolonhesa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-06,Almoço,PV,Isca de Carne ao M. Tomate,4.0,3.0,4.0,4.0,4.0,7.4,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-06,Almoço,PB,Cubos de Frango com Ervas,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-06,Almoço,VEG,Soja à Bolonhesa,4.0,4.0,3.0,4.0,3.0,7.2,Av. Sensorial,PO,2026-08
Benfica,2026-08-05,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-05,Almoço,PB,Sobrecoxa Assada,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,B,2026-08
Benfica,2026-08-05,Almoço,VEG,Feijoada Vegetariana,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-08
Benfica,2026-08-06,Almoço,PV,Isca de Carne ao M. Tomate,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-06,Almoço,PB,Cubos de Frango com Ervas,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-06,Almoço,VEG,Soja à Bolonhesa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-06,Almoço,PV,Isca de Carne ao M. Tomate,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-06,Almoço,PB,Cubos de Frango com Ervas,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,B,2026-08
Benfica,2026-08-06,Almoço,VEG,Soja à Bolonhesa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-06,Jantar,PV,Suíno Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-06,Jantar,PB,Sobrecoxa com Gergelim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-06,Jantar,VEG,Vatapá Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Pici 1,2026-08-07,Café,ESPECIAL,Frango Desfiado,4.0,4.0,3.0,4.0,4.0,7.333333333333333,Av. Sensorial,P1,2026-08
Pici 1,2026-08-07,Café,ESPECIAL VEG,Geleia,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Labomar,2026-08-06,Almoço,PV,Isca de Carne ao M. Tomate,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-08
Labomar,2026-08-06,Almoço,PB,Cubos de Frango com Ervas,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-08
Labomar,2026-08-06,Almoço,VEG,Soja à Bolonhesa,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,L,2026-08
Pici 1,2026-08-07,Almoço,PV,Carne do Sol,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-07,Almoço,PB,Peixe Assado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-07,Almoço,VEG,Refogado  de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Labomar,2026-08-07,Almoço,PV,Carne do Sol,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-08
Labomar,2026-08-07,Almoço,PB,Peixe Assado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-08
Labomar,2026-08-07,Almoço,VEG,Refogado  de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-08
Porangabussu,2026-08-07,Almoço,PV,Carne do Sol,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-07,Almoço,PB,Peixe Assado,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-07,Almoço,VEG,Refogado  de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-07,Almoço,PV,Carne do Sol,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-07,Almoço,PB,Peixe Assado,3.0,4.0,3.0,4.0,3.0,6.8,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-07,Almoço,VEG,Refogado  de Soja,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-08
Pici 1,2026-08-07,Almoço,PV,Carne do Sol,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-07,Almoço,VEG,Refogado  de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-07,Café,ESPECIAL,Frango Desfiado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Jantar,PV,Suíno Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Jantar,PB,Sobrecoxa com Gergelim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Jantar,VEG,Vatapá Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Jantar,PV,Suíno Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Jantar,PB,Sobrecoxa com Gergelim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-06,Jantar,VEG,Vatapá Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-07,Almoço,PV,Carne do Sol,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-07,Almoço,PB,Peixe Assado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-07,Almoço,VEG,Refogado  de Soja,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-08
Pici 1,2026-08-07,Jantar,PV,Lasanha de Calabresa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-07,Jantar,PB,Cubos de Frango à Chinesa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-07,Jantar,VEG,Lasanha de Brócolis,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-07,Jantar,PV,Lasanha de Calabresa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-07,Jantar,PB,Cubos de Frango à Chinesa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-07,Jantar,VEG,Lasanha de Brócolis,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Benfica,2026-08-07,Almoço,PV,Carne do Sol,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-07,Almoço,PB,Peixe Assado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-07,Almoço,VEG,Refogado  de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-07,Jantar,PV,Lasanha de Calabresa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-07,Jantar,PB,Cubos de Frango à Chinesa,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-08
Benfica,2026-08-07,Jantar,VEG,Lasanha de Brócolis,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-07,Jantar,PV,Lasanha de Calabresa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-07,Jantar,PB,Cubos de Frango à Chinesa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-07,Jantar,VEG,Lasanha de Brócolis,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Pici 2,2026-08-10,Café,ESPECIAL,Achocolatado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-10,Café,ESPECIAL VEG,Achocolatado vegano ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Benfica,2026-08-10,Café,ESPECIAL,Achocolatado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-10,Café,ESPECIAL VEG,Achocolatado vegano ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Labomar,2026-08-10,Almoço,PV,Isca de Carne Chinesa,5.0,3.0,3.0,4.0,3.0,7.4,Av. Sensorial,L,2026-08
Labomar,2026-08-10,Almoço,PB,Sobrecoxa com Gergelim,5.0,4.0,5.0,4.0,5.0,9.2,Av. Sensorial,L,2026-08
Labomar,2026-08-10,Almoço,VEG,Estrogonofe de Legumes,5.0,4.0,5.0,5.0,5.0,9.6,Av. Sensorial,L,2026-08
Pici 1,2026-08-10,Almoço,PV,Isca de Carne Chinesa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-10,Almoço,PB,Sobrecoxa com Gergelim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-10,Almoço,VEG,Estrogonofe de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-10,Almoço,PV,Isca de Carne Chinesa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-10,Almoço,PB,Sobrecoxa com Gergelim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-10,Almoço,VEG,Estrogonofe de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Benfica,2026-08-07,Almoço,PV,Carne do Sol,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-07,Almoço,PB,Peixe Assado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-07,Almoço,VEG,Refogado  de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-10,Almoço,PV,Isca de Carne Chinesa,4.0,3.0,3.0,4.0,3.0,6.8,Av. Sensorial,B,2026-08
Benfica,2026-08-10,Almoço,PB,Sobrecoxa com Gergelim,5.0,5.0,5.0,5.0,5.0,10.0,Av. Sensorial,B,2026-08
Benfica,2026-08-10,Almoço,VEG,Estrogonofe de Legumes,5.0,5.0,5.0,5.0,5.0,10.0,Av. Sensorial,B,2026-08
Pici 2,2026-08-10,Almoço,PV,Isca de Carne Chinesa,4.0,3.0,4.0,4.0,4.0,7.4,Av. Sensorial,P2,2026-08
Pici 2,2026-08-10,Almoço,PB,Sobrecoxa com Gergelim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-10,Almoço,VEG,Estrogonofe de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Porangabussu,2026-08-10,Almoço,PV,Isca de Carne Chinesa,4.0,3.0,4.0,4.0,4.0,7.4,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-10,Almoço,PB,Sobrecoxa com Gergelim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-10,Almoço,VEG,Estrogonofe de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-10,Almoço,PV,Isca de Carne Chinesa,4.0,3.0,4.0,4.0,4.0,7.4,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-10,Almoço,PB,Sobrecoxa com Gergelim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-10,Almoço,VEG,Estrogonofe de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Pici 2,2026-08-10,Almoço,PV,Isca de Carne Chinesa,4.0,3.0,3.0,4.0,3.0,6.8,Av. Sensorial,P2,2026-08
Pici 2,2026-08-10,Almoço,PB,Sobrecoxa com Gergelim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-10,Almoço,VEG,Estrogonofe de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Benfica,2026-08-10,Almoço,PV,Isca de Carne Chinesa,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,B,2026-08
Benfica,2026-08-10,Almoço,PB,Sobrecoxa com Gergelim,4.0,3.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-08
Benfica,2026-08-10,Almoço,VEG,Estrogonofe de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-10,Jantar,PV,Paçoca de Carne,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-10,Jantar,PB,Isca de Frango Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-10,Jantar,VEG,Yakissoba Vegetariano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-10,Jantar,PV,Paçoca de Carne,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-10,Jantar,PB,Isca de Frango Acebolado,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,B,2026-08
Benfica,2026-08-10,Jantar,VEG,Yakissoba Vegetariano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Pici 1,2026-08-10,Jantar,PV,Paçoca de Carne,3.0,3.0,4.0,4.0,3.0,6.6,Av. Sensorial,P1,2026-08
Pici 1,2026-08-10,Jantar,PB,Isca de Frango Acebolado,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,P1,2026-08
Pici 1,2026-08-10,Jantar,VEG,Yakissoba Vegetariano,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-08
Pici 2,2026-08-11,Café,ESPECIAL,Queijo ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-11,Café,ESPECIAL VEG,Granola,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-11,Café,ESPECIAL,Queijo ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Porangabussu,2026-08-11,Café,ESPECIAL,Queijo ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Pici 1,2026-08-11,Almoço,PV,Suíno à Carioca,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-11,Almoço,PB,Cubos de Frango ao M. de Ervas,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-11,Almoço,VEG,Assado de Grão de Bico,,,,,,0.0,Av. Sensorial,P1,2026-08
Pici 2,2026-08-11,Almoço,PV,Suíno à Carioca,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-11,Almoço,PB,Cubos de Frango ao M. de Ervas,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-11,Almoço,VEG,Assado de Grão de Bico,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Labomar,2026-08-11,Almoço,PV,Suíno à Carioca,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-08
Labomar,2026-08-11,Almoço,PB,Cubos de Frango ao M. de Ervas,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-08
Labomar,2026-08-11,Almoço,VEG,Assado de Grão de Bico,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-08
Benfica,2026-08-11,Almoço,PV,Suíno à Carioca,3.0,4.0,3.0,4.0,3.0,6.8,Av. Sensorial,B,2026-08
Benfica,2026-08-11,Almoço,PB,Cubos de Frango ao M. de Ervas,3.0,4.0,3.0,4.0,3.0,6.8,Av. Sensorial,B,2026-08
Benfica,2026-08-11,Almoço,VEG,Assado de Grão de Bico,3.0,4.0,3.0,4.0,3.0,6.6,Av. Sensorial,B,2026-08
Pici 1,2026-08-11,Almoço,PV,Suíno à Carioca,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-11,Almoço,PB,Cubos de Frango ao M. de Ervas,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,P1,2026-08
Pici 1,2026-08-11,Almoço,VEG,Assado de Grão de Bico,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Porangabussu,2026-08-11,Almoço,PV,Suíno à Carioca,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-11,Almoço,PB,Cubos de Frango ao M. de Ervas,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-11,Almoço,VEG,Assado de Grão de Bico,4.0,3.0,2.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-11,Almoço,PV,Suíno à Carioca,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-11,Almoço,PB,Cubos de Frango ao M. de Ervas,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-11,Almoço,VEG,Assado de Grão de Bico,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-08
Pici 2,2026-08-11,Almoço,PV,Suíno à Carioca,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-11,Almoço,PB,Cubos de Frango ao M. de Ervas,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,P2,2026-08
Pici 2,2026-08-11,Almoço,VEG,Assado de Grão de Bico,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 1,2026-08-11,Jantar,PV,Jardineira de Carne Moída,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-08
Pici 1,2026-08-11,Jantar,PB,Sobrecoxa Crocante,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-11,Jantar,VEG,Soja à Bolonhesa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Benfica,2026-08-11,Almoço,PV,Suíno à Carioca,4.0,3.0,3.0,3.0,3.0,6.6,Av. Sensorial,B,2026-08
Benfica,2026-08-11,Almoço,PB,Cubos de Frango ao M. de Ervas,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,B,2026-08
Benfica,2026-08-11,Almoço,VEG,Assado de Grão de Bico,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,B,2026-08
Benfica,2026-08-11,Jantar,PV,Jardineira de Carne Moída,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-08
Benfica,2026-08-11,Jantar,PB,Sobrecoxa Crocante,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-11,Jantar,VEG,Soja à Bolonhesa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-11,Jantar,PV,Jardineira de Carne Moída,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,B,2026-08
Benfica,2026-08-11,Jantar,PB,Sobrecoxa Crocante,4.0,3.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-08
Benfica,2026-08-11,Jantar,VEG,Soja à Bolonhesa,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,B,2026-08
Benfica,2026-08-12,Café,ESPECIAL,Ovos Mexidos,4.0,3.0,3.0,4.0,3.0,6.666666666666667,Av. Sensorial,B,2026-08
Benfica,2026-08-12,Café,ESPECIAL VEG,Pasta de Amendoim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Pici 2,2026-08-12,Café,ESPECIAL,Ovos Mexidos,4.0,3.0,3.0,4.0,3.0,6.666666666666667,Av. Sensorial,P2,2026-08
Pici 2,2026-08-12,Café,ESPECIAL VEG,Pasta de Amendoim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-12,Café,ESPECIAL,Ovos Mexidos,4.0,3.0,3.0,4.0,3.0,6.666666666666667,Av. Sensorial,P2,2026-08
Pici 1,2026-08-12,Almoço,PV,Feijoada,,,,,,0.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-12,Almoço,PB,Sobrecoxa Assada,,,,,,0.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-12,Almoço,VEG,Refogado  de Soja,,,,,,0.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-12,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-12,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-12,Almoço,VEG,Refogado  de Soja,4.0,4.0,4.0,3.0,4.0,7.8,Av. Sensorial,P1,2026-08
Pici 2,2026-08-12,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-12,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-12,Almoço,VEG,Refogado  de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-12,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-12,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-12,Almoço,VEG,Refogado  de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Porangabussu,2026-08-12,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-12,Almoço,PB,Sobrecoxa Assada,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-12,Almoço,VEG,Refogado  de Soja,3.0,4.0,3.0,4.0,3.0,6.6,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-12,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-12,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-12,Almoço,VEG,Refogado  de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Pici 1,2026-08-12,Jantar,PV,Estrogonofe de Carne,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-12,Jantar,PB,Cubos de Frango ao M. de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-12,Jantar,VEG,Almôndegas de Lentilha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Benfica,2026-08-12,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-12,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-12,Almoço,VEG,Refogado  de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
